1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1,-1,-1,-1,-1,22,-1,-1,-1,22,-1,-1,-1,-1,-1,22,-1,-1,-1,22,-1,-1,-1,-1,1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,104,-1,-1,-1,-1,-1,-1,1
1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,1
1,-1,-1,-1,-1,22,-1,-1,-1,22,-1,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,1
1,-1,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,102,-1,3,-1,-1,-1,-1,1
1,-1,-1,-1,-1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,-1,-1,-1,-1,1
1,22,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,101,-1,-1,-1,-1,-1,-1,3,22,-1,-1,22,1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,1
1,-1,5,-1,-1,-1,-1,-1,20,-1,-1,4,4,4,4,4,4,4,4,3,-1,24,103,-1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
