1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,-1,-1,-1,-1,-1,-1,106,-1,-1,-1,-1,-1,-1,1,1
1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,1,1
1,1,-1,-1,-1,-1,21,-1,-1,-1,21,-1,-1,-1,-1,1,1
1,1,104,-1,-1,-1,1,2,2,2,1,-1,-1,-1,101,1,1
1,1,2,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,2,1,1
1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1
1,1,-1,-1,-1,-1,1,-1,100,-1,1,-1,-1,-1,-1,1,1
1,1,-1,-1,-1,-1,1,-1,103,-1,1,-1,-1,-1,-1,1,1
1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1
1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1
1,1,-1,-1,-1,-1,1,2,2,2,1,-1,-1,-1,-1,1,1
1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1,1,105,5,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,102,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
