1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
1,1,3,-1,-1,-1,-1,-1,-1,104,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
1,1,3,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,-1,-1,-1,1,1,1
1,1,3,-1,-1,22,-1,-1,3,1,1,1,1,1,1,1,-1,103,-1,1,1,1
1,1,3,-1,-1,22,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
1,1,3,-1,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1
1,1,3,-1,-1,105,-1,-1,3,1,-1,-1,-1,-1,102,-1,-1,22,-1,3,1,1
1,1,3,20,-1,107,-1,-1,3,1,-1,101,-1,21,-1,-1,-1,-1,-1,3,1,1
1,1,3,2,2,2,2,2,3,1,-1,-1,-1,1,1,1,3,3,3,3,1,1
1,1,3,-1,-1,-1,-1,-1,3,1,-1,-1,-1,3,1,1,1,1,1,1,1,1
1,1,3,-1,-1,106,-1,-1,3,1,-1,-1,-1,3,1,1,1,1,1,1,1,1
1,1,3,-1,-1,-1,-1,-1,3,1,-1,-1,-1,3,1,1,1,1,1,1,1,1
1,1,1,-1,-1,22,-1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1
1,1,1,-1,-1,22,-1,-1,-1,1,-1,100,-1,1,1,1,1,1,1,1,1,1
1,1,1,-1,-1,22,-1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1
1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1
1,1,1,24,-1,5,-1,-1,-1,-1,-1,-1,23,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
